Ordem	Plot	Epoca 	plot_name	Acession_name	bloco	plant_number	Qinz1	Qinz2	Qinz3	Qinz4	Qinz5	Qinz6	Qinz7	Qinz8	Qinz9	Qinz10	Qinz11	Qinz12	Qinz13	Qinz14	Qinz15	Qinz16	Qinz17	Qinz18	Qinz19	NM	NP
542	7	2	BRS-Formosa.2.1.2	BRS-Formosa	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0.157894737	30
545	7	2	BRS-Formosa.2.1.5	BRS-Formosa	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
544	7	2	BRS-Formosa.2.1.4	BRS-Formosa	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0.105263158	10
541	7	2	BRS-Formosa.2.1.1	BRS-Formosa	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0.315789474	42
543	7	2	BRS-Formosa.2.1.3	BRS-Formosa	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0.210526316	16
548	8	2	VassouraPreta.2.1.3	VassouraPreta	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0.105263158	18
550	8	2	VassouraPreta.2.1.5	VassouraPreta	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0.263157895	22
549	8	2	VassouraPreta.2.1.4	VassouraPreta	1	4	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	3	0.526315789	98
547	8	2	VassouraPreta.2.1.2	VassouraPreta	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0.368421053	32
546	8	2	VassouraPreta.2.1.1	VassouraPreta	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0.210526316	26
551	9	2	BRS-PotiBranca.2.1.1	BRS-PotiBranca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.157894737	6
554	9	2	BRS-PotiBranca.2.1.4	BRS-PotiBranca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.052631579	2
555	9	2	BRS-PotiBranca.2.1.5	BRS-PotiBranca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	9	2	BRS-PotiBranca.2.1.2	BRS-PotiBranca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	9	2	BRS-PotiBranca.2.1.3	BRS-PotiBranca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556	10	2	Cigana.2.1.1	Cigana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.052631579	8
559	10	2	Cigana.2.1.4	Cigana	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560	10	2	Cigana.2.1.5	Cigana	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0.157894737	28
558	10	2	Cigana.2.1.3	Cigana	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0.315789474	36
557	10	2	Cigana.2.1.2	Cigana	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0.315789474	32
561	11	2	2011-34-69.2.1.1	2011-34-69	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.052631579	14
565	11	2	2011-34-69.2.1.5	2011-34-69	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0.210526316	24
563	11	2	2011-34-69.2.1.3	2011-34-69	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.105263158	12
562	11	2	2011-34-69.2.1.2	2011-34-69	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0.421052632	74
564	11	2	2011-34-69.2.1.4	2011-34-69	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568	12	2	BRS-GemadeOvo.2.1.3	BRS-GemadeOvo	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.105263158	34
569	12	2	BRS-GemadeOvo.2.1.4	BRS-GemadeOvo	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0.157894737	16
567	12	2	BRS-GemadeOvo.2.1.2	BRS-GemadeOvo	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0.157894737	24
570	12	2	BRS-GemadeOvo.2.1.5	BRS-GemadeOvo	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3	0.421052632	36
566	12	2	BRS-GemadeOvo.2.1.1	BRS-GemadeOvo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575	13	2	BRSCS-01.2.1.5	BRSCS-01	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571	13	2	BRSCS-01.2.1.1	BRSCS-01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0.157894737	30
572	13	2	BRSCS-01.2.1.2	BRSCS-01	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0.263157895	28
573	13	2	BRSCS-01.2.1.3	BRSCS-01	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0.157894737	30
574	13	2	BRSCS-01.2.1.4	BRSCS-01	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0.105263158	28
579	14	2	BRS-Kiriris.2.1.4	BRS-Kiriris	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0.210526316	24
576	14	2	BRS-Kiriris.2.1.1	BRS-Kiriris	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	0	0.368421053	64
577	14	2	BRS-Kiriris.2.1.2	BRS-Kiriris	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
578	14	2	BRS-Kiriris.2.1.3	BRS-Kiriris	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	14	2	BRS-Kiriris.2.1.5	BRS-Kiriris	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0.473684211	66
584	15	2	2011-34-41.2.1.4	2011-34-41	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0.368421053	58
582	15	2	2011-34-41.2.1.2	2011-34-41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0.315789474	42
581	15	2	2011-34-41.2.1.1	2011-34-41	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0.368421053	52
585	15	2	2011-34-41.2.1.5	2011-34-41	1	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	3	0.578947368	84
583	15	2	2011-34-41.2.1.3	2011-34-41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0.421052632	38
586	16	2	BGM-0707.2.1.1	BGM-0707	1	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0.263157895	84
587	16	2	BGM-0707.2.1.2	BGM-0707	1	2	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0.315789474	96
588	16	2	BGM-0707.2.1.3	BGM-0707	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0.210526316	56
589	16	2	BGM-0707.2.1.4	BGM-0707	1	4	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0.315789474	96
590	16	2	BGM-0707.2.1.5	BGM-0707	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0.315789474	78
591	17	2	BGM-1118.2.1.1	BGM-1118	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0.315789474	48
594	17	2	BGM-1118.2.1.4	BGM-1118	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0.263157895	38
592	17	2	BGM-1118.2.1.2	BGM-1118	1	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	3	0.368421053	70
593	17	2	BGM-1118.2.1.3	BGM-1118	1	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0.473684211	120
595	17	2	BGM-1118.2.1.5	BGM-1118	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.157894737	54
600	18	2	BGM-1760.2.1.5	BGM-1760	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0.315789474	34
597	18	2	BGM-1760.2.1.2	BGM-1760	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	3	0.631578947	96
596	18	2	BGM-1760.2.1.1	BGM-1760	1	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0.263157895	78
598	18	2	BGM-1760.2.1.3	BGM-1760	1	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0.210526316	60
599	18	2	BGM-1760.2.1.4	BGM-1760	1	4	0	0	0	0	0	0	1	0	1	0	2	0	3	0	0	3	0	0	0	0.526315789	150
604	19	2	BGM-0195.2.1.4	BGM-0195	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	19	2	BGM-0195.2.1.1	BGM-0195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.157894737	6
603	19	2	BGM-0195.2.1.3	BGM-0195	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.157894737	6
605	19	2	BGM-0195.2.1.5	BGM-0195	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.157894737	6
602	19	2	BGM-0195.2.1.2	BGM-0195	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0.210526316	20
606	20	2	BGM-0935.2.1.1	BGM-0935	1	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	0.473684211	132
608	20	2	BGM-0935.2.1.3	BGM-0935	1	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	3	0.631578947	132
610	20	2	BGM-0935.2.1.5	BGM-0935	1	5	0	0	0	0	0	0	0	0	1	0	3	0	3	0	3	0	0	0	3	0.684210526	154
607	20	2	BGM-0935.2.1.2	BGM-0935	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0.473684211	84
609	20	2	BGM-0935.2.1.4	BGM-0935	1	4	0	0	0	0	0	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0.736842105	180
615	21	2	BGM-0590.2.1.5	BGM-0590	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611	21	2	BGM-0590.2.1.1	BGM-0590	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0.368421053	32
614	21	2	BGM-0590.2.1.4	BGM-0590	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.210526316	10
612	21	2	BGM-0590.2.1.2	BGM-0590	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0.263157895	14
613	21	2	BGM-0590.2.1.3	BGM-0590	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617	22	2	BGM-0945.2.1.2	BGM-0945	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.052631579	8
620	22	2	BGM-0945.2.1.5	BGM-0945	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.052631579	4
616	22	2	BGM-0945.2.1.1	BGM-0945	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0.105263158	18
619	22	2	BGM-0945.2.1.4	BGM-0945	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.105263158	20
618	22	2	BGM-0945.2.1.3	BGM-0945	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0.315789474	42
623	23	2	BRS-Verdinha.2.1.3	BRS-Verdinha	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0.368421053	44
622	23	2	BRS-Verdinha.2.1.2	BRS-Verdinha	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	23	2	BRS-Verdinha.2.1.1	BRS-Verdinha	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0.421052632	46
624	23	2	BRS-Verdinha.2.1.4	BRS-Verdinha	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0.421052632	70
625	23	2	BRS-Verdinha.2.1.5	BRS-Verdinha	1	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.157894737	66
626	24	2	NegaMaluca.2.1.1	NegaMaluca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627	24	2	NegaMaluca.2.1.2	NegaMaluca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628	24	2	NegaMaluca.2.1.3	NegaMaluca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
629	24	2	NegaMaluca.2.1.4	NegaMaluca	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.157894737	66
630	24	2	NegaMaluca.2.1.5	NegaMaluca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	25	2	BRS-Caipira.2.1.3	BRS-Caipira	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0.157894737	22
635	25	2	BRS-Caipira.2.1.5	BRS-Caipira	1	5	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0.315789474	64
632	25	2	BRS-Caipira.2.1.2	BRS-Caipira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0.368421053	32
631	25	2	BRS-Caipira.2.1.1	BRS-Caipira	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.052631579	4
634	25	2	BRS-Caipira.2.1.4	BRS-Caipira	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.105263158	8
639	26	2	BGM-0630.2.1.4	BGM-0630	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0.210526316	16
638	26	2	BGM-0630.2.1.3	BGM-0630	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0.263157895	24
637	26	2	BGM-0630.2.1.2	BGM-0630	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.052631579	18
640	26	2	BGM-0630.2.1.5	BGM-0630	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0.210526316	48
636	26	2	BGM-0630.2.1.1	BGM-0630	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.105263158	4
644	27	2	BRS-Dourada.2.1.4	BRS-Dourada	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	3	0.368421053	38
645	27	2	BRS-Dourada.2.1.5	BRS-Dourada	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0.315789474	34
641	27	2	BRS-Dourada.2.1.1	BRS-Dourada	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0.263157895	22
642	27	2	BRS-Dourada.2.1.2	BRS-Dourada	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0.263157895	20
643	27	2	BRS-Dourada.2.1.3	BRS-Dourada	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646	28	2	BGM-0593.2.1.1	BGM-0593	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.052631579	22
647	28	2	BGM-0593.2.1.2	BGM-0593	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	28	2	BGM-0593.2.1.3	BGM-0593	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.157894737	66
649	28	2	BGM-0593.2.1.4	BGM-0593	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650	28	2	BGM-0593.2.1.5	BGM-0593	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.052631579	22
654	29	2	BGM-1722.2.1.4	BGM-1722	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0.263157895	44
655	29	2	BGM-1722.2.1.5	BGM-1722	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0.263157895	28
653	29	2	BGM-1722.2.1.3	BGM-1722	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0.263157895	32
651	29	2	BGM-1722.2.1.1	BGM-1722	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0.263157895	26
652	29	2	BGM-1722.2.1.2	BGM-1722	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0.210526316	24
657	30	2	BGM-1511.2.1.2	BGM-1511	1	2	0	0	0	0	0	0	0	0	2	0	3	3	0	0	3	0	0	0	0	0.578947368	176
656	30	2	BGM-1511.2.1.1	BGM-1511	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	0	0	0	0	0.368421053	100
658	30	2	BGM-1511.2.1.3	BGM-1511	1	3	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0.368421053	124
659	30	2	BGM-1511.2.1.4	BGM-1511	1	4	0	0	0	0	0	0	0	0	1	0	3	3	0	0	3	0	0	0	0	0.526315789	154
660	30	2	BGM-1511.2.1.5	BGM-1511	1	5	0	0	0	0	0	0	1	0	2	0	3	3	0	0	0	0	0	0	0	0.473684211	172
665	31	2	Equador72.2.1.5	Equador72	1	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0.368421053	70
663	31	2	Equador72.2.1.3	Equador72	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0.473684211	90
664	31	2	Equador72.2.1.4	Equador72	1	4	0	0	0	0	0	0	1	0	0	0	1	3	0	0	3	0	0	3	0	0.578947368	134
661	31	2	Equador72.2.1.1	Equador72	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0.473684211	96
662	31	2	Equador72.2.1.2	Equador72	1	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	3	0	3	0	0.526315789	100
669	32	2	BGM-0062.2.1.4	BGM-0062	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.210526316	10
668	32	2	BGM-0062.2.1.3	BGM-0062	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	0.368421053	40
666	32	2	BGM-0062.2.1.1	BGM-0062	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0.315789474	48
667	32	2	BGM-0062.2.1.2	BGM-0062	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.105263158	22
670	32	2	BGM-0062.2.1.5	BGM-0062	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0.105263158	18
674	33	2	BGM-1128.2.1.4	BGM-1128	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.157894737	30
671	33	2	BGM-1128.2.1.1	BGM-1128	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0.315789474	42
672	33	2	BGM-1128.2.1.2	BGM-1128	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0.210526316	46
673	33	2	BGM-1128.2.1.3	BGM-1128	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0.368421053	50
675	33	2	BGM-1128.2.1.5	BGM-1128	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
678	34	2	BGM-0598.2.1.3	BGM-0598	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0.315789474	36
679	34	2	BGM-0598.2.1.4	BGM-0598	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0.473684211	48
676	34	2	BGM-0598.2.1.1	BGM-0598	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0.473684211	42
680	34	2	BGM-0598.2.1.5	BGM-0598	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0.473684211	42
677	34	2	BGM-0598.2.1.2	BGM-0598	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0.157894737	36
684	35	2	BRS-Tapioqueira.2.1.4	BRS-Tapioqueira	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0.210526316	34
685	35	2	BRS-Tapioqueira.2.1.5	BRS-Tapioqueira	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0.157894737	38
683	35	2	BRS-Tapioqueira.2.1.3	BRS-Tapioqueira	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	3	0.578947368	80
681	35	2	BRS-Tapioqueira.2.1.1	BRS-Tapioqueira	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0.210526316	34
682	35	2	BRS-Tapioqueira.2.1.2	BRS-Tapioqueira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.157894737	24
686	36	2	BGM-0702.2.1.1	BGM-0702	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0.157894737	42
687	36	2	BGM-0702.2.1.2	BGM-0702	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0.157894737	48
688	36	2	BGM-0702.2.1.3	BGM-0702	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0.157894737	42
689	36	2	BGM-0702.2.1.4	BGM-0702	1	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.157894737	54
690	36	2	BGM-0702.2.1.5	BGM-0702	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.157894737	54
694	37	2	Salangor.2.1.4	Salangor	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0.263157895	24
693	37	2	Salangor.2.1.3	Salangor	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0.210526316	20
695	37	2	Salangor.2.1.5	Salangor	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0.210526316	24
691	37	2	Salangor.2.1.1	Salangor	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
692	37	2	Salangor.2.1.2	Salangor	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700	38	2	Cigana.2.2.5	Cigana	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.052631579	2
698	38	2	Cigana.2.2.3	Cigana	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	3	0.578947368	92
699	38	2	Cigana.2.2.4	Cigana	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0.315789474	18
696	38	2	Cigana.2.2.1	Cigana	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0.368421053	50
697	38	2	Cigana.2.2.2	Cigana	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	3	0.526315789	64
701	39	2	VassouraPreta.2.2.1	VassouraPreta	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
702	39	2	VassouraPreta.2.2.2	VassouraPreta	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
703	39	2	VassouraPreta.2.2.3	VassouraPreta	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
704	39	2	VassouraPreta.2.2.4	VassouraPreta	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705	39	2	VassouraPreta.2.2.5	VassouraPreta	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0.105263158	14
709	40	2	Eucalipto.2.2.4	Eucalipto	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
706	40	2	Eucalipto.2.2.1	Eucalipto	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.052631579	22
707	40	2	Eucalipto.2.2.2	Eucalipto	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
708	40	2	Eucalipto.2.2.3	Eucalipto	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	40	2	Eucalipto.2.2.5	Eucalipto	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
715	41	2	BRS-Mulatinha.2.2.5	BRS-Mulatinha	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.157894737	6
712	41	2	BRS-Mulatinha.2.2.2	BRS-Mulatinha	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.157894737	6
714	41	2	BRS-Mulatinha.2.2.4	BRS-Mulatinha	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
713	41	2	BRS-Mulatinha.2.2.3	BRS-Mulatinha	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.052631579	22
711	41	2	BRS-Mulatinha.2.2.1	BRS-Mulatinha	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
718	42	2	2011-34-45.2.2.3	2011-34-45	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.052631579	2
719	42	2	2011-34-45.2.2.4	2011-34-45	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0.315789474	30
720	42	2	2011-34-45.2.2.5	2011-34-45	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
716	42	2	2011-34-45.2.2.1	2011-34-45	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0.315789474	18
717	42	2	2011-34-45.2.2.2	2011-34-45	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
