Ordem	Plot	Epoca 	plot_name	Acession_name	bloco	plant_number	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q18	Q19	Q20	Q21	Q22	NM	NP
530	4	2	Correntao.2.1.5	Correntao	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
531	5	2	BRS-NovoHorizonte.2.1.1	BRS-NovoHorizonte	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0.36	72
532	5	2	BRS-NovoHorizonte.2.1.2	BRS-NovoHorizonte	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.05	4
533	5	2	BRS-NovoHorizonte.2.1.3	BRS-NovoHorizonte	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
534	5	2	BRS-NovoHorizonte.2.1.4	BRS-NovoHorizonte	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	3	3	0	0.59	118
535	5	2	BRS-NovoHorizonte.2.1.5	BRS-NovoHorizonte	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0.27	50
536	6	2	2011-34-45.2.1.1	2011-34-45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0.27	48
537	6	2	2011-34-45.2.1.2	2011-34-45	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	3	3	0	0.59	130
538	6	2	2011-34-45.2.1.3	2011-34-45	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	3	0	0	3	3	0	0.64	174
539	6	2	2011-34-45.2.1.4	2011-34-45	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	3	0	0.41	98
540	6	2	2011-34-45.2.1.5	2011-34-45	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.14	54
541	7	2	BRS-Formosa.2.1.1	BRS-Formosa	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	3	2	0	0.50	116
542	7	2	BRS-Formosa.2.1.2	BRS-Formosa	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0.27	66
543	7	2	BRS-Formosa.2.1.3	BRS-Formosa	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0.27	60
544	7	2	BRS-Formosa.2.1.4	BRS-Formosa	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0.23	38
545	7	2	BRS-Formosa.2.1.5	BRS-Formosa	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0.18	18
546	8	2	VassouraPreta.2.1.1	VassouraPreta	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0.18	58
547	8	2	VassouraPreta.2.1.2	VassouraPreta	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0.32	88
548	8	2	VassouraPreta.2.1.3	VassouraPreta	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0.18	46
549	8	2	VassouraPreta.2.1.4	VassouraPreta	1	4	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	3	0	0	3	0	0.59	190
550	8	2	VassouraPreta.2.1.5	VassouraPreta	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0.32	70
551	9	2	BRS-PotiBranca.2.1.1	BRS-PotiBranca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0.23	42
552	9	2	BRS-PotiBranca.2.1.2	BRS-PotiBranca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
553	9	2	BRS-PotiBranca.2.1.3	BRS-PotiBranca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
554	9	2	BRS-PotiBranca.2.1.4	BRS-PotiBranca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.05	10
555	9	2	BRS-PotiBranca.2.1.5	BRS-PotiBranca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.05	6
556	10	2	Cigana.2.1.1	Cigana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0.18	32
557	10	2	Cigana.2.1.2	Cigana	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0.27	80
558	10	2	Cigana.2.1.3	Cigana	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	2	0	0.50	110
559	10	2	Cigana.2.1.4	Cigana	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0.18	20
560	10	2	Cigana.2.1.5	Cigana	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	3	0	0.32	70
561	11	2	2011-34-69.2.1.1	2011-34-69	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.05	22
562	11	2	2011-34-69.2.1.2	2011-34-69	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0.36	138
563	11	2	2011-34-69.2.1.3	2011-34-69	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0.23	40
564	11	2	2011-34-69.2.1.4	2011-34-69	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
565	11	2	2011-34-69.2.1.5	2011-34-69	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	3	0	0.32	68
566	12	2	BRS-GemadeOvo.2.1.1	BRS-GemadeOvo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
567	12	2	BRS-GemadeOvo.2.1.2	BRS-GemadeOvo	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0.27	66
568	12	2	BRS-GemadeOvo.2.1.3	BRS-GemadeOvo	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0.36	80
569	12	2	BRS-GemadeOvo.2.1.4	BRS-GemadeOvo	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	2	0	0.32	60
570	12	2	BRS-GemadeOvo.2.1.5	BRS-GemadeOvo	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3	0	0	0	0	0.36	100
571	13	2	BRSCS-01.2.1.1	BRSCS-01	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0.18	60
572	13	2	BRSCS-01.2.1.2	BRSCS-01	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0.23	68
573	13	2	BRSCS-01.2.1.3	BRSCS-01	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0.14	54
574	13	2	BRSCS-01.2.1.4	BRSCS-01	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.09	44
575	13	2	BRSCS-01.2.1.5	BRSCS-01	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.05	6
576	14	2	BRS-Kiriris.2.1.1	BRS-Kiriris	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0.45	132
577	14	2	BRS-Kiriris.2.1.2	BRS-Kiriris	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
578	14	2	BRS-Kiriris.2.1.3	BRS-Kiriris	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
579	14	2	BRS-Kiriris.2.1.4	BRS-Kiriris	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	0	0.32	68
580	14	2	BRS-Kiriris.2.1.5	BRS-Kiriris	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0.41	138
581	15	2	2011-34-41.2.1.1	2011-34-41	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	3	0	0	0.45	126
582	15	2	2011-34-41.2.1.2	2011-34-41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	2	0	0.50	116
583	15	2	2011-34-41.2.1.3	2011-34-41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	0.36	102
584	15	2	2011-34-41.2.1.4	2011-34-41	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	3	0	0.45	126
585	15	2	2011-34-41.2.1.5	2011-34-41	1	5	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	3	3	0	1	0	0	0.55	178
586	16	2	BGM-0707.2.1.1	BGM-0707	1	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0.23	124
587	16	2	BGM-0707.2.1.2	BGM-0707	1	2	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0.27	144
588	16	2	BGM-0707.2.1.3	BGM-0707	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.18	88
589	16	2	BGM-0707.2.1.4	BGM-0707	1	4	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0.27	144
590	16	2	BGM-0707.2.1.5	BGM-0707	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0.27	126
591	17	2	BGM-1118.2.1.1	BGM-1118	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	3	0	0.55	126
592	17	2	BGM-1118.2.1.2	BGM-1118	1	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0.32	126
593	17	2	BGM-1118.2.1.3	BGM-1118	1	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0.41	192
594	17	2	BGM-1118.2.1.4	BGM-1118	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0	0.36	96
595	17	2	BGM-1118.2.1.5	BGM-1118	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.14	78
596	18	2	BGM-1760.2.1.1	BGM-1760	1	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0.23	118
597	18	2	BGM-1760.2.1.2	BGM-1760	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	3	0	0	2	0	0.64	200
598	18	2	BGM-1760.2.1.3	BGM-1760	1	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0.18	92
599	18	2	BGM-1760.2.1.4	BGM-1760	1	4	0	0	0	0	0	1	0	1	0	2	0	3	0	0	3	0	0	0	0	0	0	0	0.45	230
600	18	2	BGM-1760.2.1.5	BGM-1760	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	3	0	0.41	94
601	19	2	BGM-0195.2.1.1	BGM-0195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0.23	38
602	19	2	BGM-0195.2.1.2	BGM-0195	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0.27	64
603	19	2	BGM-0195.2.1.3	BGM-0195	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	0	0.36	54
604	19	2	BGM-0195.2.1.4	BGM-0195	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0.27	30
605	19	2	BGM-0195.2.1.5	BGM-0195	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0.23	38
606	20	2	BGM-0935.2.1.1	BGM-0935	1	1	0	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0.41	204
607	20	2	BGM-0935.2.1.2	BGM-0935	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0.41	156
608	20	2	BGM-0935.2.1.3	BGM-0935	1	3	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	3	0	3	2	0	0.77	254
609	20	2	BGM-0935.2.1.4	BGM-0935	1	4	0	0	0	0	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	0	0.64	292
610	20	2	BGM-0935.2.1.5	BGM-0935	1	5	0	0	0	0	0	0	0	1	0	3	0	3	0	3	0	0	0	3	0	3	0	0	0.73	276
611	21	2	BGM-0590.2.1.1	BGM-0590	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0.32	88
612	21	2	BGM-0590.2.1.2	BGM-0590	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0.36	66
613	21	2	BGM-0590.2.1.3	BGM-0590	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
614	21	2	BGM-0590.2.1.4	BGM-0590	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0.32	54
615	21	2	BGM-0590.2.1.5	BGM-0590	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
616	22	2	BGM-0945.2.1.1	BGM-0945	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0.23	52
617	22	2	BGM-0945.2.1.2	BGM-0945	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0.18	34
618	22	2	BGM-0945.2.1.3	BGM-0945	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	0.41	108
619	22	2	BGM-0945.2.1.4	BGM-0945	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0.23	54
620	22	2	BGM-0945.2.1.5	BGM-0945	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0.18	30
621	23	2	BRS-Verdinha.2.1.1	BRS-Verdinha	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0.36	110
622	23	2	BRS-Verdinha.2.1.2	BRS-Verdinha	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0.14	14
623	23	2	BRS-Verdinha.2.1.3	BRS-Verdinha	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	2	0	0	0.41	112
624	23	2	BRS-Verdinha.2.1.4	BRS-Verdinha	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0	0	0	0	0.36	134
625	23	2	BRS-Verdinha.2.1.5	BRS-Verdinha	1	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	90
626	24	2	NegaMaluca.2.1.1	NegaMaluca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
627	24	2	NegaMaluca.2.1.2	NegaMaluca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
628	24	2	NegaMaluca.2.1.3	NegaMaluca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
629	24	2	NegaMaluca.2.1.4	NegaMaluca	1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	90
630	24	2	NegaMaluca.2.1.5	NegaMaluca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
631	25	2	BRS-Caipira.2.1.1	BRS-Caipira	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.05	12
632	25	2	BRS-Caipira.2.1.2	BRS-Caipira	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	3	0	0.45	100
633	25	2	BRS-Caipira.2.1.3	BRS-Caipira	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0.23	58
634	25	2	BRS-Caipira.2.1.4	BRS-Caipira	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.09	24
635	25	2	BRS-Caipira.2.1.5	BRS-Caipira	1	5	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	3	0	0.41	124
636	26	2	BGM-0630.2.1.1	BGM-0630	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.09	20
637	26	2	BGM-0630.2.1.2	BGM-0630	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0.09	30
638	26	2	BGM-0630.2.1.3	BGM-0630	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	2	0	0	0.32	76
639	26	2	BGM-0630.2.1.4	BGM-0630	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0.32	66
640	26	2	BGM-0630.2.1.5	BGM-0630	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	3	0	0	0.32	98
641	27	2	BRS-Dourada.2.1.1	BRS-Dourada	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0	0	0.36	80
642	27	2	BRS-Dourada.2.1.2	BRS-Dourada	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0.23	60
643	27	2	BRS-Dourada.2.1.3	BRS-Dourada	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
644	27	2	BRS-Dourada.2.1.4	BRS-Dourada	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	3	0	3	3	0	0.59	124
645	27	2	BRS-Dourada.2.1.5	BRS-Dourada	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	3	3	0	0.55	112
646	28	2	BGM-0593.2.1.1	BGM-0593	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	30
647	28	2	BGM-0593.2.1.2	BGM-0593	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
648	28	2	BGM-0593.2.1.3	BGM-0593	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	90
649	28	2	BGM-0593.2.1.4	BGM-0593	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
650	28	2	BGM-0593.2.1.5	BGM-0593	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	30
651	29	2	BGM-1722.2.1.1	BGM-1722	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0.23	66
652	29	2	BGM-1722.2.1.2	BGM-1722	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0.18	56
653	29	2	BGM-1722.2.1.3	BGM-1722	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0.23	72
654	29	2	BGM-1722.2.1.4	BGM-1722	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	3	0	0.36	96
655	29	2	BGM-1722.2.1.5	BGM-1722	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0.23	68
656	30	2	BGM-1511.2.1.1	BGM-1511	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	0.32	156
657	30	2	BGM-1511.2.1.2	BGM-1511	1	2	0	0	0	0	0	0	0	2	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0.50	264
658	30	2	BGM-1511.2.1.3	BGM-1511	1	3	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0.32	180
659	30	2	BGM-1511.2.1.4	BGM-1511	1	4	0	0	0	0	0	0	0	1	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0.45	234
660	30	2	BGM-1511.2.1.5	BGM-1511	1	5	0	0	0	0	0	1	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0.41	244
661	31	2	Equador72.2.1.1	Equador72	1	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	0	0	0	0.41	168
662	31	2	Equador72.2.1.2	Equador72	1	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0.45	180
663	31	2	Equador72.2.1.3	Equador72	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	3	0	0	0.55	180
664	31	2	Equador72.2.1.4	Equador72	1	4	0	0	0	0	0	1	0	0	0	1	3	0	0	3	0	0	3	0	0	3	0	0	0.64	240
665	31	2	Equador72.2.1.5	Equador72	1	5	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	3	0	0	0.45	144
666	32	2	BGM-0062.2.1.1	BGM-0062	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0.27	96
667	32	2	BGM-0062.2.1.2	BGM-0062	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0.09	38
668	32	2	BGM-0062.2.1.3	BGM-0062	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	0	0	0	0	0.32	96
669	32	2	BGM-0062.2.1.4	BGM-0062	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0.18	42
670	32	2	BGM-0062.2.1.5	BGM-0062	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.09	34
671	33	2	BGM-1128.2.1.1	BGM-1128	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	0.41	108
672	33	2	BGM-1128.2.1.2	BGM-1128	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	3	0	0	0.32	96
673	33	2	BGM-1128.2.1.3	BGM-1128	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	0.32	106
674	33	2	BGM-1128.2.1.4	BGM-1128	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0.27	72
675	33	2	BGM-1128.2.1.5	BGM-1128	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
676	34	2	BGM-0598.2.1.1	BGM-0598	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	0.41	114
677	34	2	BGM-0598.2.1.2	BGM-0598	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0.14	60
678	34	2	BGM-0598.2.1.3	BGM-0598	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	2	0	0	0.36	96
679	34	2	BGM-0598.2.1.4	BGM-0598	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	0	0.55	138
680	34	2	BGM-0598.2.1.5	BGM-0598	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	0.41	114
681	35	2	BRS-Tapioqueira.2.1.1	BRS-Tapioqueira	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0.18	66
682	35	2	BRS-Tapioqueira.2.1.2	BRS-Tapioqueira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0.14	48
683	35	2	BRS-Tapioqueira.2.1.3	BRS-Tapioqueira	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	3	0	0	0	0	0.50	168
684	35	2	BRS-Tapioqueira.2.1.4	BRS-Tapioqueira	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	3	3	0	0.45	96
685	35	2	BRS-Tapioqueira.2.1.5	BRS-Tapioqueira	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	2	0	0.36	88
686	36	2	BGM-0702.2.1.1	BGM-0702	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.14	66
687	36	2	BGM-0702.2.1.2	BGM-0702	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0.14	72
688	36	2	BGM-0702.2.1.3	BGM-0702	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.14	66
689	36	2	BGM-0702.2.1.4	BGM-0702	1	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.14	78
690	36	2	BGM-0702.2.1.5	BGM-0702	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.14	78
691	37	2	Salangor.2.1.1	Salangor	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
692	37	2	Salangor.2.1.2	Salangor	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
693	37	2	Salangor.2.1.3	Salangor	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	3	0	0.41	76
694	37	2	Salangor.2.1.4	Salangor	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	2	2	0	0.41	84
695	37	2	Salangor.2.1.5	Salangor	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0.27	68
696	38	2	Cigana.2.2.1	Cigana	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	2	3	0	0.55	130
697	38	2	Cigana.2.2.2	Cigana	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	3	0	3	0	0	0.59	162
698	38	2	Cigana.2.2.3	Cigana	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	3	0	0	0	0	0.50	180
699	38	2	Cigana.2.2.4	Cigana	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0.41	84
